semSeca,s0s4,s1s4,s2s4,s3s4,s4,mes,ano,uf
"0,01","99,99","91,68","82,16","46,19","11,26",8,2018,PE
"0,01","99,99","92,2","82,16","34,57","2,63",7,2018,PE
"5,46","94,54","86,56","71,86","12,64","1,08",6,2018,PE
"7,74","92,26","84,67","59,63","5,47",0,5,2018,PE
"7,73","92,27","85,07","60,64","1,62",0,4,2018,PE
"7,69","92,31","87,88","80,59","30,03","3,21",3,2018,PE
"9,1","90,9","83,09","74,55","30,87","21,99",2,2018,PE
"7,14","92,86","86,49","79,96","65,34","54,59",1,2018,PE
"4,06","95,94","88,72","77,21","65,34","54,23",12,2017,PE
"3,14","96,86","88,53","75,18","65,18","51,01",11,2017,PE
"6,33","93,67","83,09","73,72","61,23","37,35",10,2017,PE
"7,46","92,54","79,85","69,19","50,99","30,42",9,2017,PE
"7,64","92,36","75,52","68,52","50,9","29,1",8,2017,PE
"6,27","93,73","78,38","70,82","42,82","30,59",7,2017,PE
"6,27","93,73","78,38","70,82","42,82","30,59",6,2017,PE
0,100,"91,66","79,3","46,41","34,02",5,2017,PE
0,100,100,100,"85,36","68,55",4,2017,PE
0,100,100,100,"99,87","91,2",3,2017,PE
0,100,100,100,100,"93,55",2,2017,PE
0,100,100,100,100,"93,6",1,2017,PE
0,100,100,100,100,"92,78",12,2016,PE
0,100,100,100,100,"92,78",11,2016,PE
0,100,100,100,"95,45","89,94",10,2016,PE
0,100,100,"98,67","89,45","67,38",9,2016,PE
0,100,"98,83","89,29","86,12","35,12",8,2016,PE
0,100,"96,22","87,8","82,34","29,28",7,2016,PE
"4,31","95,69","89,88","86,98","83,53",0,6,2016,PE
"7,78","92,22","86,61","84,68","75,15",0,5,2016,PE
"8,95","91,05","86,07","83,68","71,93",0,4,2016,PE
"12,38","87,62","86,07","83,26","69,82",0,3,2016,PE
"9,54","90,46","86,97","84,04","78,08",0,2,2016,PE
"9,54","90,46","86,97","84,04","78,63",0,1,2016,PE
0,100,"95,58","90,98","88,22","82,44",12,2015,PE
0,100,100,"95,4","90,6","78,19",11,2015,PE
"0,02","99,98","97,87","90,08","82,95","77,75",10,2015,PE
"0,02","99,98","91,55","85,35","80,53","55,7",9,2015,PE
"0,02","99,98","91,55","84,76","79,41","55,5",8,2015,PE
"0,02","99,98","87,27","83,48","76,39","50,67",7,2015,PE
"0,02","99,98","98,16","92,91","83,37","40,69",6,2015,PE
"0,02","99,98","99,98","91,4","83,35","32,1",5,2015,PE
"0,02","99,98","99,98","97,53","82,38","34,58",4,2015,PE
"0,02","99,98","91,84","82,88","77,85","35,09",3,2015,PE
"0,02","99,98","97,5","83,87","69,29","29,55",2,2015,PE
"0,18","99,82","97,3","84,6","44,29",0,1,2015,PE
"8,62","91,38","60,25","42,2","19,33","5,83",12,2014,PE
"8,62","91,38","87,8","78,97","58,06","25,17",11,2014,PE
"3,65","96,35","93,33","78,27","59,05","24,84",10,2014,PE
"0,02","99,98","98,78","83,18","61,68","21,95",9,2014,PE
"0,02","99,98","97,07","91,67","79,27","25,53",8,2014,PE
"0,02","99,98","96,41","69,48","56,22","31,53",7,2014,PE
0,100,"98,36","44,73",0,0,6,2025,PI
0,100,"72,38","44,73",0,0,5,2025,PI
0,100,"77,85","17,65",0,0,4,2025,PI
"1,1","98,9","37,67",11,0,0,3,2025,PI
0,100,"48,16",0,0,0,2,2025,PI
0,100,"0,44",0,0,0,1,2025,PI
0,100,"33,63",0,0,0,12,2024,PI
0,100,"43,25",0,0,0,11,2024,PI
0,100,"57,9","14,34",0,0,10,2024,PI
0,100,"55,32","7,38",0,0,9,2024,PI
"18,73","81,27","24,29",0,0,0,8,2024,PI
"33,6","66,4","16,34",0,0,0,7,2024,PI
"48,97","51,03","14,28",0,0,0,6,2024,PI
"46,48","53,52","14,28",0,0,0,5,2024,PI
"77,02","22,98","14,28",0,0,0,4,2024,PI
"43,52","56,48","18,7",0,0,0,3,2024,PI
"38,36","61,64","35,11","1,64",0,0,2,2024,PI
"26,88","73,12","39,13","2,53",0,0,1,2024,PI
0,100,"52,34","13,55",0,0,12,2023,PI
0,100,"66,79",0,0,0,11,2023,PI
0,100,"79,4",0,0,0,10,2023,PI
"0,95","99,05","30,6",0,0,0,9,2023,PI
"4,59","95,41","8,79",0,0,0,8,2023,PI
"10,4","89,6","8,79",0,0,0,7,2023,PI
"20,79","79,21","8,79",0,0,0,6,2023,PI
"71,07","28,93","8,79",0,0,0,5,2023,PI
"71,07","28,93","8,78",0,0,0,4,2023,PI
"71,07","28,93",0,0,0,0,3,2023,PI
"80,69","19,31",0,0,0,0,2,2023,PI
100,0,0,0,0,0,1,2023,PI
100,0,0,0,0,0,12,2022,PI
"89,23","10,77",0,0,0,0,11,2022,PI
"49,24","50,76","4,11",0,0,0,10,2022,PI
"45,32","54,68","4,07",0,0,0,9,2022,PI
"48,45","51,55","4,07",0,0,0,8,2022,PI
"53,84","46,16",0,0,0,0,7,2022,PI
"53,84","46,16",0,0,0,0,6,2022,PI
"56,66","43,34",0,0,0,0,5,2022,PI
"67,91","32,09",0,0,0,0,4,2022,PI
"72,67","27,33",0,0,0,0,3,2022,PI
"68,46","31,54",0,0,0,0,2,2022,PI
"68,48","31,52",0,0,0,0,1,2022,PI
"55,63","44,37","26,48",0,0,0,12,2021,PI
"21,17","78,83","71,06","13,48",0,0,11,2021,PI
"18,31","81,69","71,47","20,82",0,0,10,2021,PI
"14,89","85,11","71,47","20,81",0,0,9,2021,PI
"14,89","85,11","71,47","8,87",0,0,8,2021,PI
"13,68","86,32","66,23","8,87",0,0,7,2021,PI
"13,68","86,32","48,05","8,87",0,0,6,2021,PI
"12,29","87,71","45,95",0,0,0,5,2021,PI
"16,91","83,09","44,41",0,0,0,4,2021,PI
"17,32","82,68","53,17",0,0,0,3,2021,PI
"8,7","91,3","22,49",0,0,0,2,2021,PI
"8,4","91,6","22,7","7,22",0,0,1,2021,PI
"7,72","92,28","17,86","7,22",0,0,12,2020,PI
"7,74","92,26","17,7","7,19",0,0,11,2020,PI
"7,74","92,26","33,09","7,19",0,0,10,2020,PI
"7,89","92,11","29,69","7,19",0,0,9,2020,PI
"20,71","79,29","26,35","7,19",0,0,8,2020,PI
"52,24","47,76","24,01","7,19",0,0,7,2020,PI
"56,32","43,68","21,67","7,19",0,0,6,2020,PI
"50,06","49,94","21,65","7,19",0,0,5,2020,PI
"43,65","56,35","30,42","7,19",0,0,4,2020,PI
"21,18","78,82","39,45","19,96",0,0,3,2020,PI
"16,72","83,28","77,06","29,23",0,0,2,2020,PI
"11,28","88,72","80,14","39,12",0,0,1,2020,PI
"9,82","90,18","80,14","42,94","0,05",0,12,2019,PI
"10,26","89,74","80,15","43,08","0,05",0,11,2019,PI
"11,48","88,52","74,65","24,8","0,05",0,10,2019,PI
"11,75","88,25","51,63","23,82","0,05",0,9,2019,PI
"11,7","88,3","49,24","12,77","0,05",0,8,2019,PI
"29,12","70,88","41,47","7,57",0,0,7,2019,PI
"29,12","70,88","40,18","3,39",0,0,6,2019,PI
"29,14","70,86","40,11","3,45",0,0,5,2019,PI
"28,7","71,3","46,61","3,44",0,0,4,2019,PI
"20,02","79,98","65,77","22,95","5,99",0,3,2019,PI
"16,13","83,87","78,44","37,32","12,43","0,6",2,2019,PI
"16,11","83,89","78,61","68,42","12,83","0,44",1,2019,PI
"8,37","91,63","81,77","72,89","12,83","0,44",12,2018,PI
"0,06","99,94","88,63","75,35","31,98","1,07",11,2018,PI
"0,08","99,92","88,63","75,35","31,98","1,07",10,2018,PI
"0,08","99,92","88,37","79,65","31,98","1,07",9,,PI
"5,92","94,08","87,5","78,58","31,95","1,01",8,2018,PI
"5,92","94,08","87,5","78,58","11,4",0,7,2018,PI
"11,34","88,66","84,87","49,05","2,38",0,6,2018,PI
"12,88","87,12","78,53","40,11",0,0,5,2018,PI
"12,88","87,12","78,53","40,11",0,0,4,2018,PI
"4,85","95,15","82,81","48,2","10,66",0,3,2018,PI
"4,45","95,55","80,5","74,3","63,02","52,2",2,2018,PI
0,100,"99,44","93,24","62,66","13,22",1,2018,PI
0,100,100,"99,29","91,84","44,9",12,2017,PI
0,100,100,"97,74","90,35","50,6",11,2017,PI
0,100,100,"86,9","80,34","54,02",10,2017,PI
"0,01","99,99","98,45","85,99","65,31","38,42",9,2017,PI
"0,5","99,5","86,49","67,36","41,36","27,98",8,2017,PI
"14,27","85,73","81,39","57,53","36,12","24,8",7,2017,PI
"14,27","85,73","81,39","57,53","36,31","24,8",6,2017,PI
"16,02","83,98","80,89","55,74","34,34","17,45",5,2017,PI
"8,25","91,75","77,15","54,97","34,18","18,49",4,2017,PI
0,100,"84,66","63,39","41,25","24,79",3,2017,PI
0,100,100,"72,54","45,13","25,13",2,2017,PI
0,100,100,100,"98,58","84,83",1,2017,PI
0,100,100,100,100,"96,13",12,2016,PI
0,100,100,100,100,"83,13",11,2016,PI
0,100,100,100,"97,79","60,52",10,2016,PI
0,100,100,"98,43","93,9","28,53",9,2016,PI
0,100,100,"94,49","89,14","3,39",8,2016,PI
0,100,100,"94,4","87,36","1,85",7,2016,PI
0,100,100,"94,4","67,21",0,6,2016,PI
0,100,100,"93,85","36,44",0,5,2016,PI
0,100,"95,22","86,86","13,74",0,4,2016,PI
0,100,"96,2","40,84","7,56",0,3,2016,PI
0,100,100,"48,98","20,65",0,2,2016,PI
0,100,100,"50,06","4,67",0,1,2016,PI
0,100,100,100,100,"72,3",12,2015,PI
0,100,100,100,"98,43","48,58",11,2015,PI
0,100,100,100,"98,37","36,53",10,2015,PI
0,100,100,"99,97","84,62","24,66",9,2015,PI
0,100,100,"99,97","69,18","10,24",8,2015,PI
0,100,100,"97,17","45,32","6,25",7,2015,PI
0,100,100,"81,72","31,27","0,02",6,2015,PI
0,100,99,"91,15","25,58",0,5,2015,PI
0,100,100,"83,12","30,69",0,4,2015,PI
0,100,"99,74","75,7","46,65",0,3,2015,PI
0,100,"99,66","70,94","37,13","2,18",2,2015,PI
0,100,"97,61","86,75","40,84","2,21",1,2015,PI
0,100,"95,13","77,91","34,28","7,55",12,2014,PI
0,100,"94,9","77,82","34,28","7,55",11,2014,PI
0,100,"93,6","84,34","42,74","4,7",10,2014,PI
"1,71","98,29","90,82","57,64","36,71","4,53",9,2014,PI
"13,27","86,73","70,38","23,85","17,09","4,97",8,2014,PI
"13,27","86,73","48,74","13,69","5,42","2,89",7,2014,PI
"72,61","27,39",0,0,0,0,6,2025,RJ
"72,61","27,39","11,02",0,0,0,5,2025,RJ
"72,62","27,38","11,08",0,0,0,4,2025,RJ
0,100,"83,68",0,0,0,3,2025,RJ
0,100,"64,89",0,0,0,2,2025,RJ
100,0,0,0,0,0,1,2025,RJ
"40,97","59,03",0,0,0,0,12,2024,RJ
"26,79","73,21","40,06",0,0,0,11,2024,RJ
0,100,"66,55",0,0,0,10,2024,RJ
0,100,"66,57",0,0,0,9,2024,RJ
"13,16","86,84","38,66",0,0,0,8,2024,RJ
"16,42","83,58","24,05",0,0,0,7,2024,RJ
"16,42","83,58",0,0,0,0,6,2024,RJ
"57,6","42,4",0,0,0,0,5,2024,RJ
"96,28","3,72",0,0,0,0,4,2024,RJ
100,0,0,0,0,0,3,2024,RJ
"58,38","41,62",0,0,0,0,2,2024,RJ
"58,44","41,56",0,0,0,0,1,2024,RJ
"58,44","41,56",0,0,0,0,12,2023,RJ
"75,79","24,21",0,0,0,0,11,2023,RJ
100,0,0,0,0,0,10,2023,RJ
100,0,0,0,0,0,9,2023,RJ
100,0,0,0,0,0,8,2023,RJ
"29,71","70,29",0,0,0,0,7,2023,RJ
"40,82","59,18",0,0,0,0,6,2023,RJ
"40,82","59,18",0,0,0,0,5,2023,RJ
"76,16","23,84",0,0,0,0,4,2023,RJ
"76,16","23,84",0,0,0,0,3,2023,RJ
100,0,0,0,0,0,2,2023,RJ
"93,13","6,87",0,0,0,0,1,2023,RJ
"80,16","19,84",0,0,0,0,12,2022,RJ
"80,18","19,82","0,06",0,0,0,11,2022,RJ
"58,64","41,36","0,06",0,0,0,10,2022,RJ
"58,39","41,61","0,06",0,0,0,9,2022,RJ
"28,29","71,71","3,28","0,04",0,0,8,2022,RJ
"49,38","50,62","3,28","0,04",0,0,7,2022,RJ
"81,24","18,76","3,27","0,04",0,0,6,2022,RJ
"91,04","8,96","3,27","0,04",0,0,5,2022,RJ
"91,08","8,92","3,27","0,04",0,0,4,2022,RJ
"79,28","20,72","3,27","0,04",0,0,3,2022,RJ
"79,28","20,72","3,31","0,04",0,0,2,2022,RJ
"76,8","23,2","3,31","0,34",0,0,1,2022,RJ
"50,81","49,19","3,3","0,34",0,0,12,2021,RJ
"50,8","49,2","3,3","0,34",0,0,11,2021,RJ
"46,07","53,93","3,3","0,32",0,0,10,2021,RJ
"16,86","83,14","53,91","0,3",0,0,9,2021,RJ
"16,86","83,14","41,33",0,0,0,8,2021,RJ
"16,86","83,14","41,33",0,0,0,7,2021,RJ
"36,36","63,64","32,14",0,0,0,6,2021,RJ
"39,82","60,18","18,77",0,0,0,5,2021,RJ
"44,27","55,73",0,0,0,0,4,2021,RJ
"44,27","55,73",0,0,0,0,3,2021,RJ
"74,86","25,14",0,0,0,0,2,2021,RJ
35,65,"6,56",0,0,0,1,2021,RJ
"78,12","21,88","6,56",0,0,0,12,2020,RJ
"58,02","41,98","18,71",0,0,0,11,2020,RJ
"37,77","62,23","20,13",0,0,0,10,2020,RJ
0,100,"28,74",0,0,0,9,2020,RJ
"0,65","99,35","28,6",0,0,0,8,2020,RJ
"6,21","93,79",0,0,0,0,7,2020,RJ
"49,89","50,11",0,0,0,0,6,2020,RJ
100,0,0,0,0,0,5,2020,RJ
"12,8","87,2","74,7","25,02",0,0,6,2025,RN
"7,38","92,62","53,09","20,58",0,0,5,2025,RN
0,100,"35,96",0,0,0,4,2025,RN
"65,9","34,1",0,0,0,0,3,2025,RN
"65,9","34,1",0,0,0,0,2,2025,RN
"45,12","54,88",0,0,0,0,1,2025,RN
0,100,"26,23",0,0,0,12,2024,RN
0,100,"20,35",0,0,0,11,2024,RN
"5,17","94,83","11,88",0,0,0,10,2024,RN
"5,1","94,9",0,0,0,0,9,2024,RN
"67,97","32,03",0,0,0,0,8,2024,RN
"84,85","15,15",0,0,0,0,7,2024,RN
100,0,0,0,0,0,6,2024,RN
100,0,0,0,0,0,5,2024,RN
100,0,0,0,0,0,4,2024,RN
"98,8","1,2",0,0,0,0,3,2024,RN
"36,76","63,24","0,22",0,0,0,2,2024,RN
"7,25","92,75","43,86",0,0,0,1,2024,RN
"7,25","92,75","43,77",0,0,0,12,2023,RN
0,100,"43,91",0,0,0,11,2023,RN
0,100,"39,56",0,0,0,10,2023,RN
"6,35","93,65","29,39",0,0,0,9,2023,RN
"38,25","61,75","15,49",0,0,0,8,2023,RN
"48,01","51,99","15,49",0,0,0,7,2023,RN
"56,44","43,56",0,0,0,0,6,2023,RN
"58,93","41,07",0,0,0,0,5,2023,RN
"82,49","17,51",0,0,0,0,4,2023,RN
"89,59","10,41",0,0,0,0,3,2023,RN
"67,8","32,2","4,13",0,0,0,2,2023,RN
"77,73","22,27","4,13",0,0,0,1,2023,RN
"86,16","13,84","4,22",0,0,0,12,2022,RN
"80,8","19,2","7,2",0,0,0,11,2022,RN
"80,76","19,24","7,19",0,0,0,10,2022,RN
"85,61","14,39","2,43",0,0,0,9,2022,RN
"88,48","11,52","2,43",0,0,0,8,2022,RN
"88,49","11,51","2,43",0,0,0,7,2022,RN
"86,96","13,04","6,38",0,0,0,6,2022,RN
"57,75","42,25","6,41",0,0,0,5,2022,RN
"50,24","49,76","18,8","5,67",0,0,4,2022,RN
"10,03","89,97","20,89","6,81",0,0,3,2022,RN
0,100,"87,03","16,43",0,0,2,2022,RN
0,100,"87,03","62,38",0,0,1,2022,RN
0,100,"87,28","64,32",0,0,12,2021,RN
0,100,"87,81","77,94",0,0,11,2021,RN
0,100,"87,95","74,63",0,0,10,2021,RN
0,100,"86,8","61,57",0,0,9,2021,RN
0,100,"86,8","52,66",0,0,8,2021,RN
0,100,"85,81","38,39",0,0,7,2021,RN
0,100,"85,84","29,59",0,0,6,2021,RN
0,100,"85,2","17,32",0,0,5,2021,RN
0,100,"73,27","17,32",0,0,4,2021,RN
0,100,"87,44","14,52",0,0,3,2021,RN
0,100,"81,81",0,0,0,2,2021,RN
0,100,"49,94",0,0,0,1,2021,RN
0,100,"23,62",0,0,0,12,2020,RN
"16,68","83,32","3,69",0,0,0,11,2020,RN
"16,68","83,32","3,57",0,0,0,10,2020,RN
"66,46","33,54",0,0,0,0,9,2020,RN
"85,43","14,57",0,0,0,0,8,2020,RN
"96,87","3,13",0,0,0,0,7,2020,RN
"73,23","26,77",0,0,0,0,6,2020,RN
"57,44","42,56",0,0,0,0,5,2020,RN
"49,82","50,18",0,0,0,0,4,2020,RN
"31,9","68,1","16,55",0,0,0,3,2020,RN
"12,47","87,53","65,38","10,62",0,0,2,2020,RN
0,100,"67,36","24,69",0,0,1,2020,RN
0,100,"77,76","32,97",0,0,12,2019,RN
"15,35","84,65","77,77","29,28",0,0,11,2019,RN
"17,93","82,07","77,68","21,53",0,0,10,2019,RN
"18,18","81,82","66,61","14,28",0,0,9,2019,RN
"18,15","81,85","49,65","14,28",0,0,8,2019,RN
"15,16","84,84","51,19","14,24",0,0,7,2019,RN
"15,16","84,84","51,15","10,48",0,0,6,2019,RN
"21,8","78,2","45,22","5,13",0,0,5,2019,RN
"23,21","76,79","45,51",0,0,0,4,2019,RN
"14,45","85,55","47,96","15,19",0,0,3,2019,RN
"6,41","93,59","81,43","31,43",0,0,2,2019,RN
0,100,"84,17","31,22","12,08",0,1,2019,RN
0,100,"91,06","59,35","12,08",0,12,2018,RN
0,100,"91,05","59,35","12,05",0,11,2018,RN
0,100,"91,05","59,35","12,05",0,10,2018,RN
0,100,"89,43","54,27",0,0,9,,RN
0,100,"86,32","23,05",0,0,8,2018,RN
"9,72","90,28","45,68","9,38",0,0,7,2018,RN
"16,25","83,75","27,81",0,0,0,6,2018,RN
"8,66","91,34","17,02",0,0,0,5,2018,RN
"8,66","91,34","77,28","11,5",0,0,4,2018,RN
"8,66","91,34","83,96","76,24","37,77",0,3,2018,RN
0,100,"89,54","79,57","45,06","18,34",2,2018,RN
0,100,100,"93,78","73,8","57,09",1,2018,RN
0,100,100,"93,59","73,82","57,09",12,2017,RN
0,100,"96,11","89,67","77,05","45,09",11,2017,RN
0,100,"94,82","88,32","75,02","25,22",10,2017,RN
"0,04","99,96","91,11","85,86","69,86","6,76",9,2017,RN
"0,03","99,97","89,63","85,88","52,99",0,8,2017,RN
0,100,"99,83","92,21","59,88","16,66",7,2017,RN
0,100,"99,83","92,21","59,88","13,66",6,2017,RN
0,100,100,"93,25","58,81","7,95",5,2017,RN
0,100,100,"89,61","44,76","9,99",4,2017,RN
0,100,100,100,"62,75","26,73",3,2017,RN
0,100,100,100,100,"41,92",2,2017,RN
0,100,100,100,100,"68,48",1,2017,RN
0,100,100,100,100,"64,57",12,2016,RN
0,100,100,100,100,"64,57",11,2016,RN
0,100,100,100,"99,3","53,4",10,2016,RN
0,100,100,100,"96,97","20,36",9,2016,RN
0,100,100,"97,85","84,4","13,08",8,2016,RN
0,100,"99,29","96,26","77,32","9,35",7,2016,RN
"4,82","95,18","81,89","69,84","59,14",0,6,2016,RN
"4,78","95,22","72,25","63,21","11,14",0,5,2016,RN
"4,82","95,18","85,95","35,96",0,0,4,2016,RN
"10,74","89,26","62,04","31,31",0,0,3,2016,RN
"10,08","89,92","73,27","60,63","37,55",0,2,2016,RN
"10,08","89,92","73,27","60,63","37,09",0,1,2016,RN
0,100,"92,53","81,27","77,48","65,98",12,2015,RN
0,100,100,"83,25","77,48","58,95",11,2015,RN
0,100,"86,52","77,06","72,77","46,97",10,2015,RN
0,100,"84,89","69,37","62,04","10,22",9,2015,RN
0,100,"84,89","69,37","62,04","8,74",8,2015,RN
"24,69","75,31","71,88","68,05","62,04","8,8",7,2015,RN
"7,97","92,03","77,68","70,03","57,72","11,24",6,2015,RN
0,100,"72,91","59,33","51,07","3,42",5,2015,RN
"7,97","92,03","77,68","70,03","57,72","11,24",4,2015,RN
"7,68","92,32","77,46","67,81","46,48","12,33",3,2015,RN
0,100,"87,74","76,78","60,6","12,33",2,2015,RN
"7,6","92,4","87,79","76,84","62,26","17,14",1,2015,RN
"9,95","90,05","84,55","75,89","56,11","24,8",12,2014,RN
"21,63","78,37","72,44","45,44","5,04",0,11,2014,RN
"12,79","87,21","62,98","15,19","3,9",0,10,2014,RN
"10,74","89,26","69,7","21,72","8,08",0,9,2014,RN
"12,07","87,93","53,35","31,25",0,0,8,2014,RN
"27,27","72,73","30,55","1,9",0,0,7,2014,RN
93,7,"3,02",0,0,0,6,2025,RS
"0,01","99,99","88,62","3,02",0,0,5,2025,RS
"0,01","99,99","88,62","51,05",0,0,4,2025,RS
"0,01","99,99","88,63","40,62",0,0,3,2025,RS
"0,01","99,99","60,26","31,8",0,0,2,2025,RS
"22,99","77,01","42,17","31,8",0,0,1,2025,RS
"71,17","28,83",0,0,0,0,12,2024,RS
"95,62","4,38",0,0,0,0,11,2024,RS
100,0,0,0,0,0,10,2024,RS
100,0,0,0,0,0,9,2024,RS
100,0,0,0,0,0,8,2024,RS
100,0,0,0,0,0,7,2024,RS
100,0,0,0,0,0,6,2024,RS
100,0,0,0,0,0,5,2024,RS
100,0,0,0,0,0,4,2024,RS
100,0,0,0,0,0,3,2024,RS
100,0,0,0,0,0,2,2024,RS
100,0,0,0,0,0,1,2024,RS
100,0,0,0,0,0,12,2023,RS
100,0,0,0,0,0,11,2023,RS
100,0,0,0,0,0,10,2023,RS
"77,14","22,86",0,0,0,0,9,2023,RS
"44,98","55,02","37,25","22,81",0,0,8,2023,RS
"32,15","67,85","42,66","22,81",0,0,7,2023,RS
0,100,"88,88","40,1","21,43",0,6,2023,RS
0,100,"96,11","40,1","21,43",0,5,2023,RS
0,100,"96,11","55,26","21,43",0,4,2023,RS
0,100,"96,11","55,26","21,43",0,3,2023,RS
0,100,"93,73","55,26","21,43",0,2,2023,RS
0,100,"90,09","41,91","21,43",0,1,2023,RS
0,100,"49,65","29,91",0,0,12,2022,RS
"6,05","93,95","29,32",0,0,0,11,2022,RS
"34,91","65,09","29,33",0,0,0,10,2022,RS
